10647	10707
16739	17061
21296	21969
22825	23039
23186	23246
23408	23503
23672	23836
23945	24070
24184	24404
24683	24717
24825	25709
37064	37669
39044	39153
39868	39928
40526	40621
40934	41098
41182	41307
41728	41933
42124	42383
69308	69873
70826	71040
71412	71472
72095	72190
72777	72941
73021	73146
73391	73611
73868	73896
74366	75627
90165	90710
91847	92065
92094	92123
95696	95916
96417	96824
101636	102326
103152	103255
104139	104199
104668	105075
105197	105322
115846	115997
117621	117681
118301	118396
118647	118742
130271	130542
131048	131108
131302	131433
131609	131773
131953	132078
137847	138350
138715	138929
139189	139249
139359	139454
139697	139924
186754	186891
187719	187933
193438	193498
194461	194556
197051	197185
197505	197723
197990	198210
198650	198705
198780	198949
230428	230577
231065	231211
237029	237311
241098	241148
245135	245188
245804	245868
245982	246085
250066	250246
272377	272502
275146	275310
276959	277039
277972	279044
289096	289581
290809	290970
291200	291283
291978	292443
292467	292686
314051	314066
315091	315191
315567	315695
317642	317710
319584	319835
320374	320535
320973	321086
321687	321848
323149	323254
323345	323590
324441	324574
324838	325012
325575	325666
325827	325973
327375	327462
327796	327953
328063	328151
330889	331126
331786	331880
331942	332056
332441	332806
333180	333196
334002	334083
334939	335144
335431	335506
342876	343028
343925	344364
345181	345298
351365	351541
353437	353517
354597	354806
354916	355221
356456	356505
356535	356652
356689	356952
358484	358669
371457	371462
371725	372213
394040	394248
394328	394446
394883	395117
395536	395703
395869	395979
396387	396530
397012	397063
398095	398303
399273	399410
399729	399819
447742	447801
448391	448486
448794	448878
449217	449296
450274	450477
451322	451453
451741	451893
452457	452541
452649	452687
452841	452895
453318	453553
453801	454010
455389	455485
455599	455671
456435	456503
460769	460949
461635	461800
461882	462122
465721	465885
465989	466050
466292	466403
466522	466621
466959	467064
467169	467316
479838	479949
480273	480326
480576	480625
480743	480883
480974	481133
481514	481577
481706	481889
491965	492095
494440	494570
497202	497386
497497	497620
497632	497697
498051	498213
498685	498836
499174	499493
512687	512989
513380	513555
514658	514821
514972	515158
517987	518150
518222	518442
531874	531971
532332	534003
539293	539988
540058	540161
540425	540743
540835	540928
543975	544147
547134	547409
547522	547659
547671	547820
550578	550762
550767	550865
551738	551897
558284	558453
558535	558628
561574	561620
562298	562392
562576	562739
568629	568806
570176	570401
570585	570699
570824	570917
571012	571084
571909	572209
606830	606845
607554	607780
608706	608803
609946	609999
620259	620436
621076	621230
622711	622828
624264	624734
625845	626201
626906	627079
627254	627492
629299	629398
631911	632198
632584	632676
633331	633472
633972	634035
634396	634650
637157	637228
638223	638379
638438	638543
640525	640653
641034	641129
642864	642922
644016	644195
649841	649849
650287	650562
661397	661906
662545	662781
667464	667940
668958	669100
670409	672348
672443	672576
673818	673958
674088	674224
675091	675250
675332	675511
676192	676322
676625	676725
678007	678135
679345	679460
688264	688513
688955	689078
690294	690321
690853	690927
691446	691503
691633	691694
692166	692336
693290	693458
693979	694109
694844	694953
695389	695500
696129	696250
696587	696710
697259	697339
697458	697567
697903	698104
699117	699231
699957	700084
700212	700292
700610	700746
700952	701091
701669	701783
702331	702450
703185	703278
703828	703838
704793	704895
705907	706016
706505	706628
707825	707935
708241	708332
708546	708743
710143	710286
712534	712746
715368	715470
715845	715888
719766	719835
750585	750923
751134	751292
752149	752238
752772	752930
753128	753176
753858	754082
756786	756889
757334	757543
758142	758195
758587	758697
759681	759784
760014	760150
760618	760693
761021	761179
762276	762420
762624	762674
779593	779742
781667	781712
783807	784007
788243	788348
789097	789257
791490	791594
793547	793604
793872	793984
796782	796915
797287	799452
804253	804260
807032	807137
809059	809189
810039	810096
810641	810691
810979	811071
812323	812451
813036	813142
815351	815507
816511	816540
818075	818223
818331	818682
823695	823791
823993	824099
824350	824553
824705	824817
825687	825756
826711	827000
828342	828357
828405	830048
830232	830333
830573	830695
831021	831156
831603	831700
831816	831968
832334	832375
832694	832810
833294	833416
833705	833827
833912	833954
837769	839720
839940	840044
840138	840217
840477	840568
840654	840807
840891	840947
841027	841177
841365	841492
841974	842124
842789	845839
870921	871012
871541	871743
872097	872233
872434	872503
872718	872771
873485	873562
873681	873798
873954	874084
874520	874684
875123	875218
875400	875598
875855	875888
876215	876293
876477	876567
876798	876906
877200	878098
878907	880907
881705	881858
881941	882094
